ID,Imperor,Image_path_av,bbox_av_face
300,Theodosius I,images/300_obv_Theodosius I.jpg,"[76, 35, 236, 268]"
301,Theodosius I,images/301_obv_Theodosius I.jpg,"[70, 29, 227, 270]"
302,Theodosius I,images/302_obv_Theodosius I.jpg,"[71, 35, 221, 268]"
303,Theodosius I,images/303_obv_Theodosius I.jpg,"[68, 34, 234, 286]"
304,Theodosius I,images/304_obv_Theodosius I.jpg,"[76, 55, 230, 275]"
305,Theodosius I,images/305_obv_Theodosius I.jpg,"[76, 22, 234, 290]"
306,Theodosius I,images/306_obv_Theodosius I.jpg,"[65, 28, 231, 288]"
307,Theodosius I,images/307_obv_Theodosius I.jpg,"[49, 24, 221, 281]"
308,Theodosius I,images/308_obv_Theodosius I.jpg,"[67, 53, 215, 283]"
309,Theodosius I,images/309_obv_Theodosius I.jpg,"[59, 39, 228, 280]"
310,Theodosius I,images/310_obv_Theodosius I.jpg,"[39.16963195800781, 37.09822463989258, 262.1723937988281, 289.8844909667969]"
311,Theodosius I,images/311_obv_Theodosius I.jpg,"[74, 20, 251, 263]"
312,Theodosius I,images/312_obv_Theodosius I.jpg,"[86, 47, 233, 271]"
313,Theodosius I,images/313_obv_Theodosius I.jpg,"[60, 24, 233, 279]"
314,Theodosius I,images/314_obv_Theodosius I.jpg,"[75, 49, 234, 274]"
315,Theodosius I,images/315_obv_Theodosius I.jpg,"[80, 54, 219, 261]"
316,Theodosius I,images/316_obv_Theodosius I.jpg,"[54, 43, 234, 276]"
317,Theodosius I,images/317_obv_Theodosius I.jpg,"[52, 39, 233, 272]"
318,Theodosius I,images/318_obv_Theodosius I.jpg,"[64, 40, 231, 279]"
319,Theodosius I,images/319_obv_Theodosius I.jpg,"[63, 27, 233, 279]"
320,Theodosius I,images/320_obv_Theodosius I.jpg,"[75, 31, 227, 261]"
321,Theodosius I,images/321_obv_Theodosius I.jpg,"[80, 53, 248, 283]"
322,Theodosius I,images/322_obv_Theodosius I.jpg,"[69, 45, 245, 267]"
323,Theodosius I,images/323_obv_Theodosius I.jpg,"[32, 36, 223, 256]"
324,Theodosius I,images/324_obv_Theodosius I.jpg,"[58, 38, 230, 273]"
325,Theodosius I,images/325_obv_Theodosius I.jpg,"[81, 50, 251, 263]"
326,Theodosius I,images/326_obv_Theodosius I.jpg,"[64, 34, 238, 268]"
327,Theodosius I,images/327_obv_Theodosius I.jpg,"[65, 53, 242, 283]"
328,Theodosius I,images/328_obv_Theodosius I.jpg,"[69, 35, 213, 282]"
329,Theodosius I,images/329_obv_Theodosius I.jpg,"[74, 40, 224, 263]"
330,Theodosius I,images/330_obv_Theodosius I.jpg,"[40, 50, 222, 280]"
331,Theodosius I,images/331_obv_Theodosius I.jpg,"[55, 56, 202, 282]"
332,Theodosius I,images/332_obv_Theodosius I.jpg,"[50, 45, 210, 286]"
333,Theodosius I,images/333_obv_Theodosius I.jpg,"[68, 64, 225, 281]"
334,Theodosius I,images/334_obv_Theodosius I.jpg,"[64, 39, 206, 273]"
335,Theodosius I,images/335_obv_Theodosius I.jpg,"[58, 25, 221, 267]"
336,Theodosius I,images/336_obv_Theodosius I.jpg,"[66, 35, 226, 268]"
337,Theodosius I,images/337_obv_Theodosius I.jpg,"[36, 21, 203, 252]"
338,Theodosius I,images/338_obv_Theodosius I.jpg,"[67, 55, 237, 256]"
339,Theodosius I,images/339_obv_Theodosius I.jpg,"[54, 42, 225, 283]"
340,Theodosius I,images/340_obv_Theodosius I.jpg,"[99, 66, 250, 270]"
341,Theodosius I,images/341_obv_Theodosius I.jpg,"[53, 43, 200, 272]"
342,Theodosius I,images/342_obv_Theodosius I.jpg,"[60, 35, 220, 272]"
343,Theodosius I,images/343_obv_Theodosius I.jpg,"[67, 41, 221, 271]"
344,Theodosius I,images/344_obv_Theodosius I.jpg,"[44, 37, 204, 275]"
345,Theodosius I,images/345_obv_Theodosius I.jpg,"[62, 53, 223, 280]"
346,Theodosius I,images/346_obv_Theodosius I.jpg,"[72, 49, 214, 274]"
347,Theodosius I,images/347_obv_Theodosius I.jpg,"[46.72948455810547, 59.21767807006836, 270.0066223144531, 283.1163635253906]"
348,Theodosius I,images/348_obv_Theodosius I.jpg,"[49, 25, 201, 276]"
349,Theodosius I,images/349_obv_Theodosius I.jpg,"[51.00642776489258, 46.43720245361328, 259.04669189453125, 284.3661193847656]"
350,Theodosius I,images/350_obv_Theodosius I.jpg,"[37.85542297363281, 51.74577331542969, 256.6730041503906, 290.7149353027344]"
351,Theodosius I,images/351_obv_Theodosius I.jpg,"[56, 34, 226, 265]"
352,Theodosius I,images/352_obv_Theodosius I.jpg,"[55.326229095458984, 58.33119201660156, 269.5058288574219, 294.7462463378906]"
353,Theodosius I,images/353_obv_Theodosius I.jpg,"[73, 53, 213, 282]"
354,Theodosius I,images/354_obv_Theodosius I.jpg,"[54, 83, 198, 292]"
355,Theodosius I,images/355_obv_Theodosius I.jpg,"[40, 65, 229, 282]"
356,Theodosius I,images/356_obv_Theodosius I.jpg,"[43, 37, 235, 287]"
357,Theodosius I,images/357_obv_Theodosius I.jpg,"[74, 42, 247, 283]"
358,Theodosius I,images/358_obv_Theodosius I.jpg,"[51, 45, 231, 283]"
359,Theodosius I,images/359_obv_Theodosius I.jpg,"[58, 66, 200, 266]"
360,Theodosius I,images/360_obv_Theodosius I.jpg,"[57, 26, 207, 288]"
361,Theodosius I,images/361_obv_Theodosius I.jpg,"[56, 36, 211, 282]"
362,Theodosius I,images/362_obv_Theodosius I.jpg,"[21.002103805541992, 23.541839599609375, 256.9773254394531, 272.5661926269531]"
363,Theodosius I,images/363_obv_Theodosius I.jpg,"[46.47734451293945, 33.55896759033203, 257.9603576660156, 290.79656982421875]"
364,Theodosius I,images/364_obv_Theodosius I.jpg,"[72.94140625, 29.55324935913086, 300.0, 287.31024169921875]"
365,Theodosius I,images/365_obv_Theodosius I.jpg,"[50.135711669921875, 51.58149337768555, 262.8903503417969, 287.0636901855469]"
366,Theodosius I,images/366_obv_Theodosius I.jpg,"[13.23546314239502, 44.31718063354492, 248.89193725585938, 283.04974365234375]"
367,Theodosius I,images/367_obv_Theodosius I.jpg,"[13.15738582611084, 46.80427169799805, 263.36962890625, 292.8409118652344]"
368,Theodosius I,images/368_obv_Theodosius I.jpg,"[56, 35, 228, 290]"
369,Theodosius I,images/369_obv_Theodosius I.jpg,"[68, 42, 215, 271]"
370,Theodosius I,images/370_obv_Theodosius I.jpg,"[73, 44, 243, 282]"
371,Theodosius I,images/371_obv_Theodosius I.jpg,"[64, 33, 229, 281]"
372,Theodosius I,images/372_obv_Theodosius I.jpg,"[61, 35, 225, 279]"
373,Theodosius I,images/373_obv_Theodosius I.jpg,"[79, 34, 251, 251]"
374,Theodosius I,images/374_obv_Theodosius I.jpg,"[74, 25, 240, 281]"
375,Theodosius I,images/375_obv_Theodosius I.jpg,"[59, 32, 238, 274]"
376,Theodosius I,images/376_obv_Theodosius I.jpg,"[47, 42, 217, 284]"
377,Theodosius I,images/377_obv_Theodosius I.jpg,"[65, 35, 223, 278]"
378,Theodosius I,images/378_obv_Theodosius I.jpg,"[60, 96, 205, 292]"
379,Theodosius I,images/379_obv_Theodosius I.jpg,"[54, 42, 222, 280]"
380,Theodosius I,images/380_obv_Theodosius I.jpg,"[45, 43, 225, 282]"
381,Theodosius I,images/381_obv_Theodosius I.jpg,"[63, 30, 217, 281]"
382,Theodosius I,images/382_obv_Theodosius I.jpg,"[64, 44, 244, 281]"
383,Theodosius I,images/383_obv_Theodosius I.jpg,"[52, 42, 227, 272]"
384,Theodosius I,images/384_obv_Theodosius I.jpg,"[74, 45, 248, 285]"
385,Theodosius I,images/385_obv_Theodosius I.jpg,"[69, 57, 238, 284]"
386,Theodosius I,images/386_obv_Theodosius I.jpg,"[79, 25, 246, 279]"
387,Theodosius I,images/387_obv_Theodosius I.jpg,"[94, 23, 248, 284]"
388,Theodosius I,images/388_obv_Theodosius I.jpg,"[60.70963668823242, 17.552146911621094, 289.2007751464844, 288.6094665527344]"
389,Theodosius I,images/389_obv_Theodosius I.jpg,"[41.47971725463867, 37.45768356323242, 275.5835266113281, 290.5478210449219]"
390,Theodosius I,images/390_obv_Theodosius I.jpg,"[52, 25, 238, 279]"
391,Theodosius I,images/391_obv_Theodosius I.jpg,"[36.57510757446289, 20.433652877807617, 263.16046142578125, 292.7530822753906]"
392,Theodosius I,images/392_obv_Theodosius I.jpg,"[32.23520278930664, 51.75530242919922, 262.5597229003906, 291.3130798339844]"
393,Theodosius I,images/393_obv_Theodosius I.jpg,"[61, 39, 244, 283]"
394,Theodosius I,images/394_obv_Theodosius I.jpg,"[27.01668930053711, 32.23554611206055, 261.36285400390625, 276.1329345703125]"
395,Theodosius I,images/395_obv_Theodosius I.jpg,"[67, 58, 259, 278]"
396,Theodosius I,images/396_obv_Theodosius I.jpg,"[53, 35, 237, 268]"
397,Theodosius I,images/397_obv_Theodosius I.jpg,"[74, 73, 220, 276]"
398,Theodosius I,images/398_obv_Theodosius I.jpg,"[56, 45, 237, 278]"
399,Theodosius I,images/399_obv_Theodosius I.jpg,"[60, 40, 234, 283]"
400,Theodosius I,images/400_obv_Theodosius I.jpg,"[58, 56, 238, 275]"
401,Theodosius I,images/401_obv_Theodosius I.jpg,"[49, 54, 232, 286]"
402,Theodosius I,images/402_obv_Theodosius I.jpg,"[53, 47, 250, 268]"
403,Theodosius I,images/403_obv_Theodosius I.jpg,"[81, 52, 246, 274]"
404,Theodosius I,images/404_obv_Theodosius I.jpg,"[66, 48, 235, 281]"
405,Theodosius I,images/405_obv_Theodosius I.jpg,"[60, 45, 214, 268]"
406,Theodosius I,images/406_obv_Theodosius I.jpg,"[71, 35, 262, 254]"
407,Theodosius I,images/407_obv_Theodosius I.jpg,"[82, 54, 240, 268]"
408,Theodosius I,images/408_obv_Theodosius I.jpg,"[67.18579864501953, 74.69367218017578, 241.42938232421875, 295.638671875]"
409,Theodosius I,images/409_obv_Theodosius I.jpg,"[52.92211151123047, 38.85672378540039, 234.5952911376953, 280.27081298828125]"
410,Theodosius I,images/410_obv_Theodosius I.jpg,"[38, 57, 214, 268]"
411,Theodosius I,images/411_obv_Theodosius I.jpg,"[35.49095916748047, 41.2461051940918, 263.4700012207031, 296.4131164550781]"
412,Theodosius I,images/412_obv_Theodosius I.jpg,"[70, 51, 237, 273]"
413,Theodosius I,images/413_obv_Theodosius I.jpg,"[59, 50, 241, 270]"
414,Theodosius I,images/414_obv_Theodosius I.jpg,"[49, 59, 235, 283]"
415,Theodosius I,images/415_obv_Theodosius I.jpg,"[38, 43, 240, 267]"
416,Theodosius I,images/416_obv_Theodosius I.jpg,"[53, 39, 231, 274]"
417,Theodosius I,images/417_obv_Theodosius I.jpg,"[67, 54, 228, 270]"
418,Theodosius I,images/418_obv_Theodosius I.jpg,"[56, 47, 234, 281]"
419,Theodosius I,images/419_obv_Theodosius I.jpg,"[58, 57, 236, 275]"
420,Theodosius I,images/420_obv_Theodosius I.jpg,"[76, 71, 235, 283]"
421,Theodosius I,images/421_obv_Theodosius I.jpg,"[76, 81, 239, 288]"
422,Theodosius I,images/422_obv_Theodosius I.jpg,"[64, 54, 236, 290]"
423,Theodosius I,images/423_obv_Theodosius I.jpg,"[67, 80, 228, 286]"
424,Theodosius I,images/424_obv_Theodosius I.jpg,"[61, 72, 220, 288]"
425,Theodosius I,images/425_obv_Theodosius I.jpg,"[73, 71, 230, 284]"
426,Theodosius I,images/426_obv_Theodosius I.jpg,"[60, 54, 222, 280]"
427,Theodosius I,images/427_obv_Theodosius I.jpg,"[54, 48, 212, 275]"
428,Theodosius I,images/428_obv_Theodosius I.jpg,"[88, 84, 235, 282]"
429,Theodosius I,images/429_obv_Theodosius I.jpg,"[88, 52, 247, 296]"
430,Theodosius I,images/430_obv_Theodosius I.jpg,"[72, 58, 196, 269]"
431,Theodosius I,images/431_obv_Theodosius I.jpg,"[88, 89, 215, 267]"
432,Theodosius I,images/432_obv_Theodosius I.jpg,"[35.80793380737305, 15.05724811553955, 263.5455322265625, 273.3289489746094]"
433,Theodosius I,images/433_obv_Theodosius I.jpg,"[97, 72, 211, 291]"
434,Theodosius I,images/434_obv_Theodosius I.jpg,"[64, 53, 215, 279]"
435,Theodosius I,images/435_obv_Theodosius I.jpg,"[58, 21, 229, 268]"
436,Theodosius I,images/436_obv_Theodosius I.jpg,"[73, 52, 226, 283]"
437,Theodosius I,images/437_obv_Theodosius I.jpg,"[64, 34, 234, 283]"
438,Theodosius I,images/438_obv_Theodosius I.jpg,"[72, 36, 246, 274]"
439,Theodosius I,images/439_obv_Theodosius I.jpg,"[52, 52, 230, 288]"
440,Theodosius I,images/440_obv_Theodosius I.jpg,"[55, 29, 225, 286]"
441,Theodosius I,images/441_obv_Theodosius I.jpg,"[71, 47, 236, 284]"
442,Theodosius I,images/442_obv_Theodosius I.jpg,"[64, 25, 239, 268]"
443,Theodosius I,images/443_obv_Theodosius I.jpg,"[69, 45, 232, 275]"
444,Theodosius I,images/444_obv_Theodosius I.jpg,"[60, 42, 227, 282]"
445,Theodosius I,images/445_obv_Theodosius I.jpg,"[56, 35, 236, 275]"
446,Theodosius I,images/446_obv_Theodosius I.jpg,"[60, 46, 214, 284]"
447,Theodosius I,images/447_obv_Theodosius I.jpg,"[71, 38, 219, 267]"
448,Theodosius I,images/448_obv_Theodosius I.jpg,"[73, 41, 232, 269]"
449,Theodosius I,images/449_obv_Theodosius I.jpg,"[71, 52, 217, 279]"
450,Theodosius I,images/450_obv_Theodosius I.jpg,"[60, 42, 232, 269]"
451,Theodosius I,images/451_obv_Theodosius I.jpg,"[69, 32, 238, 273]"
452,Theodosius I,images/452_obv_Theodosius I.jpg,"[64, 44, 219, 273]"
453,Theodosius I,images/453_obv_Theodosius I.jpg,"[60, 54, 207, 279]"
454,Theodosius I,images/454_obv_Theodosius I.jpg,"[39.873130798339844, 30.834901809692383, 260.5089416503906, 293.9476013183594]"
455,Theodosius I,images/455_obv_Theodosius I.jpg,"[0.0, 65.22419738769531, 219.218505859375, 288.12371826171875]"
456,Theodosius I,images/456_obv_Theodosius I.jpg,"[34, 26, 211, 273]"
457,Theodosius I,images/457_obv_Theodosius I.jpg,"[78, 42, 246, 265]"
458,Theodosius I,images/458_obv_Theodosius I.jpg,"[62, 36, 239, 274]"
459,Theodosius I,images/459_obv_Theodosius I.jpg,"[47, 34, 214, 269]"
460,Theodosius I,images/460_obv_Theodosius I.jpg,"[65, 75, 222, 304]"
461,Theodosius I,images/461_obv_Theodosius I.jpg,"[69, 61, 224, 281]"
462,Theodosius I,images/462_obv_Theodosius I.jpg,"[85, 37, 211, 243]"
463,Theodosius I,images/463_obv_Theodosius I.jpg,"[85.87025451660156, 37.97772979736328, 257.8616943359375, 287.6283264160156]"
464,Theodosius I,images/464_obv_Theodosius I.jpg,"[70, 55, 217, 280]"
465,Theodosius I,images/465_obv_Theodosius I.jpg,"[29.30791664123535, 50.630889892578125, 255.54592895507812, 294.2055969238281]"
466,Theodosius I,images/466_obv_Theodosius I.jpg,"[57.18455123901367, 24.525087356567383, 279.8246765136719, 292.1029968261719]"
467,Theodosius I,images/467_obv_Theodosius I.jpg,"[20.559080123901367, 29.997594833374023, 264.6739501953125, 285.0340576171875]"
468,Theodosius I,images/468_obv_Theodosius I.jpg,"[99.43547058105469, 54.407718658447266, 265.7218933105469, 294.3019714355469]"
469,Theodosius I,images/469_obv_Theodosius I.jpg,"[25.964353561401367, 44.781795501708984, 226.83462524414062, 283.1007385253906]"
470,Theodosius I,images/470_obv_Theodosius I.jpg,"[45.32283401489258, 13.964194297790527, 288.75048828125, 289.3870544433594]"
471,Theodosius I,images/471_obv_Theodosius I.jpg,"[20.30276107788086, 23.8343505859375, 249.21136474609375, 295.8328552246094]"
472,Theodosius I,images/472_obv_Theodosius I.jpg,"[31.583574295043945, 50.630210876464844, 256.08111572265625, 285.70819091796875]"
473,Theodosius I,images/473_obv_Theodosius I.jpg,"[73, 49, 220, 273]"
474,Theodosius I,images/474_obv_Theodosius I.jpg,"[44.10624313354492, 57.137123107910156, 281.3765869140625, 287.0860900878906]"
475,Theodosius I,images/475_obv_Theodosius I.jpg,"[32.12230682373047, 30.849578857421875, 272.0616455078125, 288.76837158203125]"
476,Theodosius I,images/476_obv_Theodosius I.jpg,"[85.70305633544922, 33.815860748291016, 240.2625732421875, 268.7702331542969]"
477,Theodosius I,images/477_obv_Theodosius I.jpg,"[64, 43, 220, 265]"
478,Theodosius I,images/478_obv_Theodosius I.jpg,"[33, 63, 235, 284]"
479,Theodosius I,images/479_obv_Theodosius I.jpg,"[65, 38, 215, 283]"
480,Theodosius I,images/480_obv_Theodosius I.jpg,"[57, 46, 226, 264]"
481,Theodosius I,images/481_obv_Theodosius I.jpg,"[45.45911407470703, 39.42372131347656, 265.4759826660156, 282.2313537597656]"
482,Theodosius I,images/482_obv_Theodosius I.jpg,"[27.7324161529541, 31.392744064331055, 264.7544860839844, 294.652587890625]"
483,Theodosius I,images/483_obv_Theodosius I.jpg,"[43.29899978637695, 37.85121536254883, 262.150146484375, 292.199462890625]"
484,Theodosius I,images/484_obv_Theodosius I.jpg,"[74, 45, 226, 280]"
485,Theodosius I,images/485_obv_Theodosius I.jpg,"[77, 103, 239, 283]"
486,Theodosius I,images/486_obv_Theodosius I.jpg,"[55, 68, 199, 254]"
487,Theodosius I,images/487_obv_Theodosius I.jpg,"[63, 67, 203, 285]"
488,Theodosius I,images/488_obv_Theodosius I.jpg,"[66, 97, 219, 270]"
489,Theodosius I,images/489_obv_Theodosius I.jpg,"[73, 73, 256, 271]"
490,Theodosius I,images/490_obv_Theodosius I.jpg,"[20.314319610595703, 70.15888977050781, 248.62693786621094, 282.7828369140625]"
491,Theodosius I,images/491_obv_Theodosius I.jpg,"[62, 51, 247, 229]"
492,Theodosius I,images/492_obv_Theodosius I.jpg,"[60, 29, 263, 266]"
493,Theodosius I,images/493_obv_Theodosius I.jpg,"[37.79545593261719, 32.065284729003906, 257.057861328125, 289.4112243652344]"
494,Theodosius I,images/494_obv_Theodosius I.jpg,"[30.813880920410156, 37.14540100097656, 251.20864868164062, 294.64874267578125]"
495,Theodosius I,images/495_obv_Theodosius I.jpg,"[41.60553741455078, 31.06767463684082, 264.880859375, 285.11444091796875]"
496,Theodosius I,images/496_obv_Theodosius I.jpg,"[31.131275177001953, 50.255897521972656, 271.7452087402344, 289.075927734375]"
497,Theodosius I,images/497_obv_Theodosius I.jpg,"[38.16532897949219, 51.38563537597656, 261.36602783203125, 286.607666015625]"
498,Theodosius I,images/498_obv_Theodosius I.jpg,"[30.311134338378906, 52.4964714050293, 265.7196044921875, 291.6727294921875]"
499,Theodosius I,images/499_obv_Theodosius I.jpg,"[66, 56, 236, 257]"
500,Theodosius I,images/500_obv_Theodosius I.jpg,"[63, 41, 243, 263]"
501,Theodosius I,images/501_obv_Theodosius I.jpg,"[64, 65, 235, 270]"
502,Theodosius I,images/502_obv_Theodosius I.jpg,"[54, 41, 249, 257]"
503,Theodosius I,images/503_obv_Theodosius I.jpg,"[39.5235710144043, 32.2551155090332, 258.4313049316406, 286.88385009765625]"
504,Theodosius I,images/504_obv_Theodosius I.jpg,"[71, 36, 229, 271]"
505,Theodosius I,images/505_obv_Theodosius I.jpg,"[69, 53, 223, 274]"
506,Theodosius I,images/506_obv_Theodosius I.jpg,"[39.29862976074219, 64.50536346435547, 270.04058837890625, 280.79132080078125]"
507,Theodosius I,images/507_obv_Theodosius I.jpg,"[66, 66, 233, 275]"
508,Theodosius I,images/508_obv_Theodosius I.jpg,"[84, 79, 231, 273]"
509,Theodosius I,images/509_obv_Theodosius I.jpg,"[43.96576690673828, 32.555809020996094, 264.3962707519531, 298.02850341796875]"
510,Theodosius I,images/510_obv_Theodosius I.jpg,"[54, 34, 234, 277]"
511,Theodosius I,images/511_obv_Theodosius I.jpg,"[49, 45, 222, 270]"
512,Theodosius I,images/512_obv_Theodosius I.jpg,"[71, 54, 235, 250]"
513,Theodosius I,images/513_obv_Theodosius I.jpg,"[87, 44, 231, 268]"
514,Theodosius I,images/514_obv_Theodosius I.jpg,"[70, 67, 225, 264]"
515,Theodosius I,images/515_obv_Theodosius I.jpg,"[67, 44, 244, 276]"
516,Theodosius I,images/516_obv_Theodosius I.jpg,"[76, 52, 248, 272]"
517,Theodosius I,images/517_obv_Theodosius I.jpg,"[76, 68, 240, 261]"
518,Theodosius I,images/518_obv_Theodosius I.jpg,"[75, 62, 214, 279]"
519,Theodosius I,images/519_obv_Theodosius I.jpg,"[54, 62, 221, 260]"
520,Theodosius I,images/520_obv_Theodosius I.jpg,"[72, 39, 234, 248]"
521,Theodosius I,images/521_obv_Theodosius I.jpg,"[71, 37, 234, 262]"
522,Theodosius I,images/522_obv_Theodosius I.jpg,"[61, 49, 250, 287]"
523,Theodosius I,images/523_obv_Theodosius I.jpg,"[61, 37, 245, 277]"
524,Theodosius I,images/524_obv_Theodosius I.jpg,"[57, 69, 221, 285]"
525,Theodosius I,images/525_obv_Theodosius I.jpg,"[73, 63, 225, 267]"
526,Theodosius I,images/526_obv_Theodosius I.jpg,"[64, 40, 219, 275]"
527,Theodosius I,images/527_obv_Theodosius I.jpg,"[69, 53, 223, 270]"
528,Theodosius I,images/528_obv_Theodosius I.jpg,"[62, 41, 224, 255]"
529,Theodosius I,images/529_obv_Theodosius I.jpg,"[81, 55, 229, 266]"
530,Theodosius I,images/530_obv_Theodosius I.jpg,"[48, 19, 209, 254]"
